code,id,label,statement,subject,domain,minimumAge,maximumAge,competencyType,evidenceExpectationCount,alignmentCount,reviewStatus,sourceId,sourceReferenceId,sourceUri
ASFAI-SCI-33E5E7343F,https://education.asfai.org/objectives/9cc5b5c6-549f-52fb-a883-aa7bcf2adf63,Palaeoart & Speculation,"Demonstrate the “Palaeoart & Speculation” objective: Understand that palaeoart — scientific illustrations and models of dinosaurs — is based on fossil evidence but involves informed speculation about skin colour, feathers, and soft tissues that don't usually fossilise.",Science,Dinosaurs & Paleontology,9,11,CONCEPTUAL,3,0,unreviewed,mt_M8UQTURODF,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_M8UQTURODF,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-D7E5BF36EF,https://education.asfai.org/objectives/9292d740-8341-55a5-802b-20e523d50037,Measuring & Plotting Lengths,Demonstrate the “Measuring & Plotting Lengths” objective: Generate measurement data by measuring lengths to the nearest whole unit and display the data on a line plot.,Mathematics,Measurement,7,8,PROCEDURAL,3,1,unreviewed,mt_mayItsxMUu,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mayItsxMUu,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-PSD-21B2D60843,https://education.asfai.org/objectives/2ba3d382-a10d-55d9-b23a-a66ea488998c,Questioning First Impressions,Demonstrate the “Questioning First Impressions” objective: Notice when your first reading of a social situation might be wrong — your assumptions about why someone acted a certain way are not always facts.,Personal & Social Development,Self-Awareness,9,10,META,3,0,unreviewed,mt_Mb1JUJmnbX,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_Mb1JUJmnbX,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-D8FF692595,https://education.asfai.org/objectives/6544e6b6-5f5e-50dd-b8fe-5f559292dc0c,Listening and responding,Demonstrate the “Listening and responding” objective: Listen and respond appropriately to adults and peers; follow agreed-upon rules for discussion such as listening to others and taking turns speaking.,English,Speaking & Listening,4,11,PROCEDURAL,3,1,unreviewed,mt_mB7DVai-Uf,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mB7DVai-Uf,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-68845143AE,https://education.asfai.org/objectives/0e7d44fa-4a2d-5ca2-b81e-27efa0cc0186,Pure Substances & Mixtures,"Demonstrate the “Pure Substances & Mixtures” objective: Distinguish between pure substances and mixtures, identify formulations as useful mixtures with precise compositions, and use melting and boiling points to test for purity.",Science,Matter & Materials,11,13,CONCEPTUAL,4,3,unreviewed,mt_MBTVB-E-S7,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_MBTVB-E-S7,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-C3E5AB2548,https://education.asfai.org/objectives/5d82d0e7-e342-5ab8-adf6-1618f74d8ce1,Arrays for multiplication (age 9+),Demonstrate the “Arrays for multiplication (age 9+)” objective: Divide numbers up to four digits by a one-digit number using short division (and place-value/array strategies); interpret remainders appropriately for the context.,Mathematics,Multiplication & Division,9,10,PROCEDURAL,3,0,unreviewed,mt_MCu_SNg_OW,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_MCu_SNg_OW,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-PSD-5E15897F99,https://education.asfai.org/objectives/ed775c4a-622e-5b04-adf6-98c1c89a415d,"Fairness, Equality and Equity","Demonstrate the “Fairness, Equality and Equity” objective: Understand what fairness means and why it matters — recognising that fair doesn't always mean equal (everyone getting the same) but can mean equitable (everyone getting what they need), and applying this understanding in group situations.",Personal & Social Development,Empathy & Social Awareness,7,9,CONCEPTUAL,3,1,unreviewed,mt_mDp-1vlL3R,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mDp-1vlL3R,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-51AF56BDAB,https://education.asfai.org/objectives/513a1334-1c39-5322-a6da-f7ac9de587b1,Measuring Earthquake Strength,"Demonstrate the “Measuring Earthquake Strength” objective: Know that scientists measure earthquakes using seismometers, that earthquakes release energy that travels as waves through the ground, and that a magnitude scale describes their strength.",Science,Volcanoes & Earthquakes,9,11,CONCEPTUAL,3,0,unreviewed,mt_mdZ3nBWChW,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mdZ3nBWChW,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-7FC0CC3518,https://education.asfai.org/objectives/04e79f9c-84b7-57d8-840a-eefbb3582dac,Roman numerals to 100,Demonstrate the “Roman numerals to 100” objective: Read Roman numerals to 100 (I to C) and understand that the numeral system changed over time to include zero and place value.,Mathematics,Number Representation & Place Value,8,9,CONCEPTUAL,3,1,unreviewed,mt_MewIRdzpzz,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_MewIRdzpzz,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-AA0F664B40,https://education.asfai.org/objectives/f23627c7-2f12-5697-b1bf-ebefc22266e6,Dissolving & Solutions,"Demonstrate the “Dissolving & Solutions” objective: Understand that some materials dissolve in liquid to form a solution, and describe how to recover a substance from a solution by evaporation.",Science,Matter & Materials,9,10,CONCEPTUAL,3,1,unreviewed,mt_Mf-T-fYRLX,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_Mf-T-fYRLX,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-880D547D79,https://education.asfai.org/objectives/5992bd7f-a661-5c4a-bfb5-7a5864e75f9e,Right Angles & Turns,"Demonstrate the “Right Angles & Turns” objective: Identify right angles; recognise that two right angles make a half-turn, three make three-quarters, and four make a complete turn.",Mathematics,Geometry,7,8,CONCEPTUAL,3,1,unreviewed,mt_MFfYcnv6Tv,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_MFfYcnv6Tv,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-442F3826ED,https://education.asfai.org/objectives/8d34ab0a-e212-5495-8793-5bab9301be38,Estimating and comparing money,"Demonstrate the “Estimating and comparing money” objective: Estimate, compare, and calculate different measures including money in pounds and pence.",Mathematics,Measurement,8,9,PROCEDURAL,3,0,unreviewed,mt_mFJ-2ZF6Tk,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mFJ-2ZF6Tk,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-399774C269,https://education.asfai.org/objectives/2119342c-7d01-5e26-b96a-f31eb37d692f,Comparing Large Numbers,Demonstrate the “Comparing Large Numbers” objective: Order and compare numbers beyond 1000.,Mathematics,Number Representation & Place Value,8,9,PROCEDURAL,3,1,unreviewed,mt_MHaiUd2FLA,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_MHaiUd2FLA,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-PSD-4CDF0B51A7,https://education.asfai.org/objectives/d267770c-9e1a-5ccb-a689-70215e55edd6,Breaking Tasks into Steps,"Demonstrate the “Breaking Tasks into Steps” objective: Break a challenging task into smaller, manageable steps rather than feeling overwhelmed by the whole thing — and celebrate progress along the way.",Personal & Social Development,Self-Regulation & Resilience,7,9,PROCEDURAL,3,0,unreviewed,mt_miGrca8zaS,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_miGrca8zaS,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-BCE428E279,https://education.asfai.org/objectives/c0526b28-3644-58e6-876c-a441bd3302bd,Perimeter (age 10+),Demonstrate the “Perimeter (age 10+)” objective: Recognise that shapes with the same area can have different perimeters and vice versa; explore this relationship systematically.,Mathematics,Measurement,10,11,CONCEPTUAL,3,0,unreviewed,mt_MJZA90uc6H,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_MJZA90uc6H,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-A02C4EB39F,https://education.asfai.org/objectives/6c43b8e5-a209-5af2-af2d-8af41dc39f2f,Apostrophes: Contraction and Possession,"Demonstrate the “Apostrophes: Contraction and Possession” objective: Use apostrophes in writing for both contraction (marking omitted letters) and singular possession, distinguishing the two uses.",English,Grammar & Punctuation,6,7,PROCEDURAL,3,0,unreviewed,mt_mKAZTqItRG,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mKAZTqItRG,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-5F6E5A559E,https://education.asfai.org/objectives/2a728732-4b2e-5031-9f4a-e910318491a9,Progressive and Continuous Tenses,"Demonstrate the “Progressive and Continuous Tenses” objective: Form and use the progressive (continuous) verb tenses — past progressive (was walking), present progressive (am walking), and future progressive (will be walking) — to convey ongoing actions at different times.",English,Grammar & Punctuation,9,10,PROCEDURAL,3,1,unreviewed,mt_mkDqmejLMw,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mkDqmejLMw,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-D85CBD80C6,https://education.asfai.org/objectives/33d31f8f-ddbd-5388-aa77-26865ddbdfc9,The Red Queen Hypothesis,"Demonstrate the “The Red Queen Hypothesis” objective: Introduce the Red Queen hypothesis — species must keep evolving just to maintain fitness relative to co-evolving partners; describe predator-prey arms races (cheetah speed vs gazelle speed, bat echolocation vs moth hearing jamming) and parasite-host co-evolution (myxomatosis in rabbits); explain Darwin's hawk moth and orchid as a classic example of mutualistic co-evolution predicting an unknown species; understand that co-evolution is a major driver of biological diversification.",Science,Animals of the World,11,12,CONCEPTUAL,0,0,unreviewed,mt_mKNmXqz_Oo,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mKNmXqz_Oo,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-19F9BDEF36,https://education.asfai.org/objectives/60a89320-5ca0-5b03-9fee-07e82c938809,Area of Triangles & Parallelograms,"Demonstrate the “Area of Triangles & Parallelograms” objective: Calculate the area of parallelograms and triangles using formulae (A = b × h for parallelograms, A = ½ × b × h for triangles).",Mathematics,Measurement,10,11,PROCEDURAL,3,0,unreviewed,mt_ML5t7n2-U8,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_ML5t7n2-U8,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-HIS-6E833CFCDD,https://education.asfai.org/objectives/dc365a56-9690-59e9-81d6-d43e937651a6,Roman Army and Conquest of Britain,"Demonstrate the “Roman Army and Conquest of Britain” objective: Describe how the Roman army was organised into legions of highly trained soldiers, how Julius Caesar first raided Britain in 55 BC and Emperor Claudius later conquered it in AD 43, and explain why the Romans wanted to expand their empire — for land, resources, taxes, and glory.",History,Ancient Greece & Rome,7,9,CONCEPTUAL,3,0,unreviewed,mt_MlD0gwLSw9,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_MlD0gwLSw9,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-D0AF70575C,https://education.asfai.org/objectives/2a40157a-b447-54e2-a8aa-abeabf781e10,Advanced Figurative Language,"Demonstrate the “Advanced Figurative Language” objective: Understand and interpret figurative language, word relationships, and nuances in word meaning — including allusion, irony, pun, oxymoron, and extended metaphor — and distinguish between connotation and denotation when analysing or choosing words.",English,Vocabulary,11,14,CONCEPTUAL,3,10,unreviewed,mt_MlmIrLb_7x,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_MlmIrLb_7x,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-B334EFAF2C,https://education.asfai.org/objectives/1ed5a4be-6141-5e16-8b90-063649b55350,Listening to Texts Read Aloud,"Demonstrate the “Listening to Texts Read Aloud” objective: Listen to and discuss poems, stories, and non-fiction at a level beyond independent reading; confirm understanding of texts read aloud by asking and answering questions about key details.",English,Reading Comprehension,5,10,PROCEDURAL,3,11,unreviewed,mt_mLPEMpYb_R,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mLPEMpYb_R,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-HIS-928EB44763,https://education.asfai.org/objectives/1b8844dc-b42b-5d26-9864-c662e38c16a6,Ancient Greece and Rome on the Map,"Demonstrate the “Ancient Greece and Rome on the Map” objective: Locate Greece and Italy on a map and know they are countries around the Mediterranean Sea where two great ancient civilisations — Ancient Greece and Ancient Rome — grew up thousands of years ago, long after the ancient Egyptians but long before our time.",History,Ancient Greece & Rome,5,7,CONCEPTUAL,3,0,unreviewed,mt_mMMXD4v9Sh,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mMMXD4v9Sh,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-HIS-7723903E7D,https://education.asfai.org/objectives/77669fc2-c694-52ae-9e3a-2a9fbd2f8e9c,Pyramids and the Great Sphinx,"Demonstrate the “Pyramids and the Great Sphinx” objective: Know that the ancient Egyptians built enormous stone pyramids as tombs for the pharaohs, that the Great Pyramid at Giza was one of the Seven Wonders of the Ancient World and is still standing today, and that the Great Sphinx — a statue with a lion's body and a human head — guards the pyramids.",History,Ancient Egypt,5,7,CONCEPTUAL,3,0,unreviewed,mt_mmudyxf7bT,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mmudyxf7bT,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-EEBE4FFEF7,https://education.asfai.org/objectives/83b24e0b-b9f1-50d6-b0f8-39cc9f94efe9,Flat vs Solid Shapes,Demonstrate the “Flat vs Solid Shapes” objective: Distinguish two-dimensional (flat) shapes from three-dimensional (solid) shapes.,Mathematics,Geometry,5,6,CONCEPTUAL,3,1,unreviewed,mt_mnEVZNkX3p,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mnEVZNkX3p,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-2B8AFCA647,https://education.asfai.org/objectives/e6c1b527-9c8d-5796-bc3c-77fe87904961,"Edges, vertices, and faces","Demonstrate the “Edges, vertices, and faces” objective: Identify and describe properties of 3-D shapes including the number of edges, vertices, and faces.",Mathematics,Geometry,6,7,CONCEPTUAL,3,1,unreviewed,mt_Mnodea7mG_,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_Mnodea7mG_,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-PSD-5EF4B71FC9,https://education.asfai.org/objectives/94bbbd7c-596b-5e65-b557-36d59570ddf8,Emotion Vocabulary,"Demonstrate the “Emotion Vocabulary” objective: Use a wider vocabulary of emotion words beyond the basics — including frustrated, worried, anxious, embarrassed, jealous, proud, disappointed, grateful, and lonely — and distinguish between similar emotions.",Personal & Social Development,Emotional Literacy,7,9,LANGUAGE,3,1,unreviewed,mt_MOY_2Cqalz,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_MOY_2Cqalz,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-C889F25666,https://education.asfai.org/objectives/94deccb6-9fd1-560c-acb9-5d7cadca422f,Ocean Currents and Global Heat,Demonstrate the “Ocean Currents and Global Heat” objective: Explain thermohaline circulation (the global conveyor belt) as driven by temperature and salinity differences that cause dense water to sink; describe how the Atlantic Meridional Overturning Circulation (AMOC) transfers heat from the tropics toward Europe; explain that oceans absorb more than 90% of excess heat and ~25% of CO2 from human emissions; explore what would happen to Northern European climates if circulation weakened.,Science,Ocean Life,11,12,CONCEPTUAL,0,0,unreviewed,mt_Mp_CpVK6e-,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_Mp_CpVK6e-,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-FED43DA9DA,https://education.asfai.org/objectives/b6fe0ab3-db8a-5722-a0ee-bfab3e6354e5,Choosing Tenses for Precise Meaning,"Demonstrate the “Choosing Tenses for Precise Meaning” objective: Use verb tense to convey various times, sequences, states, and conditions, selecting tenses deliberately to express the precise timing and nature of actions and events.",English,Grammar & Punctuation,10,11,PROCEDURAL,3,1,unreviewed,mt_mpktt3wj1M,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mpktt3wj1M,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-7108CD7C44,https://education.asfai.org/objectives/581efc85-7037-5db1-bd24-e3449ec8137a,Adding and subtracting (age 8+),Demonstrate the “Adding and subtracting (age 8+)” objective: Add and subtract numbers with up to four digits using formal written methods of columnar addition and subtraction.,Mathematics,Addition & Subtraction,8,9,PROCEDURAL,3,1,unreviewed,mt_mpS-JK_p_m,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mpS-JK_p_m,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-851EAF0A33,https://education.asfai.org/objectives/4ff2ed9a-67a5-5355-9a30-3c35545ebebc,Choosing the right strategy,"Demonstrate the “Choosing the right strategy” objective: Select and use appropriate tools and representations strategically, including choosing between mental methods, jottings, formal algorithms, and calculators for arithmetic with multi-digit numbers, decimals, and fractions.",Mathematics,Mathematical Thinking,7,8,META,3,0,unreviewed,mt_mQcWGh02no,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mQcWGh02no,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-DE4F625695,https://education.asfai.org/objectives/de7114a2-471e-5b82-95ab-7013ede1e207,Simultaneous Equations,"Demonstrate the “Simultaneous Equations” objective: Understand that two linear equations can be solved simultaneously by finding the point where their graphs intersect, and interpret this graphically and algebraically as the pair of values satisfying both equations.",Mathematics,Algebra,13,14,CONCEPTUAL,3,3,unreviewed,mt_mqgu72aCMz,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mqgu72aCMz,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-6891DC234C,https://education.asfai.org/objectives/24989835-2f12-5ff2-802b-f44d06d22099,Dinosaur-to-Bird Transition,"Demonstrate the “Dinosaur-to-Bird Transition” objective: Trace the evidence for the dinosaur-to-bird transition in depth: feathered theropods from the Liaoning Formation (China), the mix of dinosaur and bird features in Archaeopteryx, and the competing ground-up versus trees-down hypotheses for the origin of flight.",Science,Dinosaurs & Paleontology,11,13,CONCEPTUAL,3,0,unreviewed,mt_mqQ-DtH5m-,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mqQ-DtH5m-,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-F2C9BFC7A1,https://education.asfai.org/objectives/b7362239-ab2e-55d9-b615-9c3eb811421f,Composing Shapes,"Demonstrate the “Composing Shapes” objective: Compose two-dimensional shapes (rectangles, squares, trapezoids, triangles, half-circles, quarter-circles) to create composite shapes, and compose new shapes from the composite shape.",Mathematics,Geometry,6,7,PROCEDURAL,3,1,unreviewed,mt_MqqR7VUoz1,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_MqqR7VUoz1,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-8AF2B7E86B,https://education.asfai.org/objectives/2869149f-aa27-5576-8015-c17a341f1cd7,Aerobic Respiration,"Demonstrate the “Aerobic Respiration” objective: Explain aerobic respiration as the process by which organisms release energy from glucose using oxygen, producing carbon dioxide and water; write and interpret the word equation: glucose + oxygen → carbon dioxide + water.",Science,Organisms & Life Processes,12,13,CONCEPTUAL,4,3,unreviewed,mt_mquPi2IP-J,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mquPi2IP-J,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-5BDDFEEF31,https://education.asfai.org/objectives/d23626a6-e83f-52ae-8b91-a58594aefb25,Adding and subtracting,"Demonstrate the “Adding and subtracting” objective: Add and subtract one-digit and two-digit numbers to 20, including zero.",Mathematics,Addition & Subtraction,5,6,PROCEDURAL,3,1,unreviewed,mt_mr_Vk7FGzK,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mr_Vk7FGzK,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-5EED4DA64B,https://education.asfai.org/objectives/5f184c8d-7f06-5ae8-9036-a5c85ab6ef56,Whales & Dolphins Are Mammals,"Demonstrate the “Whales & Dolphins Are Mammals” objective: Know that whales and dolphins are mammals, not fish — they breathe air, are warm-blooded, and feed their babies milk — even though they live in the ocean.",Science,Ocean Life,5,7,CONCEPTUAL,3,0,unreviewed,mt_mRCPP_Ab2W,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mRCPP_Ab2W,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-40AFF37053,https://education.asfai.org/objectives/f9ece574-e332-5f3e-8770-2044bca77272,Earth's Atmosphere & CO2,"Demonstrate the “Earth's Atmosphere & CO2” objective: Describe the composition of Earth's atmosphere (mainly nitrogen and oxygen, with small amounts of CO₂ and other gases), explain how human activity increases CO₂, and describe the impact on global climate.",Science,Matter & Materials,12,14,CONCEPTUAL,4,3,unreviewed,mt_mTpV-0rtkO,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mTpV-0rtkO,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-D3D61A3D99,https://education.asfai.org/objectives/38fc6050-5c21-51be-99ec-b5a4b8b4ff55,"Wild, Farm & Pet Animals","Demonstrate the “Wild, Farm & Pet Animals” objective: Understand the difference between wild animals, farm animals, and pets — wild animals find their own food and shelter in nature; farm animals are kept by people for food, wool, or eggs; pets are animals people keep for companionship — and know that wild animals should be observed from a distance.",Science,Animals of the World,5,7,CONCEPTUAL,3,0,unreviewed,mt_muxjw0fxxN,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_muxjw0fxxN,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-E76B0A0327,https://education.asfai.org/objectives/26be72b7-9df1-5de2-8af2-11586a197f0e,Material Properties Vocabulary,"Demonstrate the “Material Properties Vocabulary” objective: Use technical vocabulary to describe and compare material properties — conductor, insulator, thermal, electrical, transparent, opaque, translucent, soluble, insoluble, magnetic, flexible, rigid, density — and apply these terms precisely when selecting and justifying materials for particular purposes.",Science,Matter & Materials,9,11,LANGUAGE,3,0,unreviewed,mt_MVovx37Xct,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_MVovx37Xct,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-LTL-7C43CBCF7B,https://education.asfai.org/objectives/8547767d-6a5d-586f-a75b-561f703c9599,Asking for Help,Demonstrate the “Asking for Help” objective: Ask for help when you've had a go yourself and are still stuck — knowing when to ask is a skill in itself.,Learning to Learn,Learning to Learn,5,6,META,2,0,unreviewed,mt_mvXufozy2s,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mvXufozy2s,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-CBA28AE062,https://education.asfai.org/objectives/4b2d6e97-24cb-5746-9b66-868cdca0d50f,How fossils form,Demonstrate the “How fossils form” objective: Describe in simple terms how fossils are formed when things that have lived are trapped within rock over millions of years.,Science,Earth's Systems,7,8,CONCEPTUAL,3,1,unreviewed,mt_mwirOvigWD,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_mwirOvigWD,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-9EFF466E86,https://education.asfai.org/objectives/89c11e2b-579c-555d-ac86-52b7242a79a1,Mental addition and subtraction (age 9+),"Demonstrate the “Mental addition and subtraction (age 9+)” objective: Add and subtract numbers mentally with increasingly large numbers, using place-value knowledge and derived facts.",Mathematics,Addition & Subtraction,9,10,PROCEDURAL,3,0,unreviewed,mt_MWXPiaTnEu,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_MWXPiaTnEu,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-LIF-EF1FDE6F2D,https://education.asfai.org/objectives/32034ee2-332f-5e1c-af6e-66aad81e1a12,Advertising & Spending,Demonstrate the “Advertising & Spending” objective: How advertising tries to influence what we buy; being a critical consumer; understanding 'value for money'; the difference between emotional and rational spending.,Life Skills,Money & Finance,7,9,CONCEPTUAL,3,0,unreviewed,mt_My0OL6fhGL,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_My0OL6fhGL,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
